Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,WS,VORP,PER
2020,Jerome Robinson,SG,22,LAC,42,1,476,46,136,0.338,19,67,0.284,27,69,0.391,0.408,11,19,0.579,5,55,60,46,13,8,26,55,122,0,-0.4,4.8
2020,Jerome Robinson,SG,22,WAS,6,0,103,12,33,0.364,5,13,0.385,7,20,0.35,0.439,1,2,0.5,1,22,23,7,2,0,3,13,30,0,-0.1,5.9
2020,Justin Robinson,PG,22,WAS,9,0,49,5,12,0.417,3,5,0.6,2,7,0.286,0.542,0,0,,1,4,5,7,0,1,3,2,13,0,0,8.3
2020,Mitchell Robinson,C,21,NYK,53,7,1197,208,284,0.732,0,0,,208,284,0.732,0.732,70,121,0.579,153,204,357,30,47,103,35,177,486,5.6,1.4,22.7
2020,Isaiah Roby,SF,21,OKC,2,0,5,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,-5.7
2020,Rajon Rondo,PG,33,LAL,41,2,847,120,283,0.424,38,109,0.349,82,174,0.471,0.491,26,39,0.667,21,110,131,213,36,2,78,50,304,1.6,0.4,13.5
2020,Derrick Rose,PG,31,DET,48,13,1258,351,724,0.485,43,144,0.299,308,580,0.531,0.515,119,137,0.869,25,90,115,272,38,15,122,48,864,2.4,1.3,20.7
2020,Terrence Ross,SG,28,ORL,55,0,1474,254,654,0.388,125,383,0.326,129,271,0.476,0.484,115,138,0.833,13,161,174,60,62,19,54,79,748,1.8,0.3,12.9
2020,Terry Rozier,PG,25,CHO,56,56,1905,342,824,0.415,144,371,0.388,198,453,0.437,0.502,146,168,0.869,44,207,251,228,57,10,129,113,974,2.1,0.5,14.2
2020,Ricky Rubio,PG,29,PHO,50,50,1568,216,535,0.404,55,161,0.342,161,374,0.43,0.455,142,170,0.835,36,187,223,434,77,9,132,124,629,3.3,0.9,15.6
2020,D'Angelo Russell,PG,23,TOT,37,37,1193,304,706,0.431,132,355,0.372,172,351,0.49,0.524,134,166,0.807,15,122,137,240,35,10,115,73,874,1.8,0,19.5
2020,D'Angelo Russell,PG,23,GSW,33,33,1060,273,635,0.43,120,321,0.374,153,314,0.487,0.524,113,144,0.785,14,108,122,206,31,9,101,64,779,1.3,1.2,19.3
2020,D'Angelo Russell,PG,23,MIN,4,4,133,31,71,0.437,12,34,0.353,19,37,0.514,0.521,21,22,0.955,1,14,15,34,4,1,14,9,95,0.4,0.1,21.6
2020,Domantas Sabonis,C,23,IND,55,55,1898,401,743,0.54,14,59,0.237,387,684,0.566,0.549,192,263,0.73,167,521,688,268,40,28,148,181,1008,6.7,2.5,20.8
2020,JaKarr Sampson,SF,26,IND,20,10,275,40,68,0.588,2,12,0.167,38,56,0.679,0.603,4,10,0.4,11,34,45,4,7,9,6,35,86,0.6,0,10.9
2020,Dario Šari?,PF,25,PHO,51,43,1229,180,402,0.448,61,191,0.319,119,211,0.564,0.524,63,74,0.851,76,221,297,96,30,12,65,113,484,2.1,0.3,12.7
2020,Tomáš Satoranský,PG,28,CHI,59,59,1704,220,500,0.44,62,185,0.335,158,315,0.502,0.502,100,115,0.87,63,158,221,323,76,7,116,125,602,3.6,0.5,14.1
2020,Admiral Schofield,SF,22,WAS,26,2,292,30,75,0.4,14,47,0.298,16,28,0.571,0.493,9,13,0.692,6,28,34,14,8,3,7,41,83,0.1,-0.2,6.8
2020,Dennis Schröder,PG,26,OKC,57,1,1775,404,854,0.473,113,293,0.386,291,561,0.519,0.539,166,195,0.851,19,198,217,231,38,13,147,127,1087,3.4,0.9,16.9
2020,Mike Scott,PF,31,PHI,56,7,959,110,278,0.396,62,182,0.341,48,96,0.5,0.507,24,27,0.889,44,143,187,32,17,4,20,68,306,1.7,-0.1,9.5
2020,Thabo Sefolosha,PF,35,HOU,40,0,428,37,90,0.411,15,54,0.278,22,36,0.611,0.494,3,8,0.375,21,72,93,25,24,12,14,43,92,0.7,0.1,9.9
2020,Collin Sexton,SG,21,CLE,57,57,1833,427,933,0.458,79,215,0.367,348,718,0.485,0.5,191,224,0.853,56,122,178,160,54,7,125,123,1124,1.9,-0.1,15.7
2020,Landry Shamet,SG,22,LAC,40,27,1169,136,314,0.433,98,240,0.408,38,74,0.514,0.589,50,56,0.893,4,78,82,77,18,8,32,118,420,2.6,0.2,9.7
2020,Marial Shayok,SG,24,PHI,2,0,10,1,5,0.2,1,3,0.333,0,2,0,0.3,0,0,,0,3,3,1,0,0,1,0,3,0,0,-1.9
2020,Iman Shumpert,SG,29,BRK,13,0,241,21,64,0.328,8,33,0.242,13,31,0.419,0.391,4,7,0.571,9,25,34,12,12,2,10,21,54,0,-0.2,5.3
2020,Pascal Siakam,PF,25,TOR,47,47,1645,411,886,0.464,104,279,0.373,307,607,0.506,0.523,187,232,0.806,53,299,352,161,44,44,114,128,1113,4.8,1.9,19.2
2020,Chris Silva,PF,23,MIA,39,0,306,43,69,0.623,0,2,0,43,67,0.642,0.623,34,49,0.694,54,55,109,21,9,18,31,80,120,1.1,0,17.3
2020,Ben Simmons,PG,23,PHI,54,54,1930,361,617,0.585,2,6,0.333,359,611,0.588,0.587,178,284,0.627,108,315,423,442,115,32,192,173,902,7.2,2.8,20.8
2020,Anfernee Simons,SG,20,POR,58,4,1286,194,482,0.402,67,200,0.335,127,282,0.45,0.472,69,85,0.812,23,117,140,89,21,9,56,115,524,0.2,-0.8,9.3
2020,Alen Smailagi?,PF,19,GSW,14,0,139,20,40,0.5,3,13,0.231,17,27,0.63,0.538,16,19,0.842,10,17,27,13,3,4,11,14,59,0.2,0,14.6
2020,Marcus Smart,SG,25,BOS,46,32,1460,192,509,0.377,106,298,0.356,86,211,0.408,0.481,85,105,0.81,32,138,170,219,74,23,75,121,575,3.5,1.2,13.6
2020,Dennis Smith,PG,22,NYK,32,3,510,66,194,0.34,16,52,0.308,50,142,0.352,0.381,26,51,0.51,20,57,77,95,28,8,55,60,174,-0.7,-0.5,8
2020,Ish Smith,PG,31,WAS,56,19,1483,250,552,0.453,53,146,0.363,197,406,0.485,0.501,46,68,0.676,27,151,178,268,50,23,71,79,599,1.7,0.3,14
2020,Zhaire Smith,SG,20,PHI,7,0,32,3,11,0.273,0,3,0,3,8,0.375,0.273,2,4,0.5,0,2,2,2,3,0,2,4,8,-0.1,-0.1,1.1
2020,Tony Snell,SF,28,DET,53,51,1452,156,343,0.455,95,231,0.411,61,112,0.545,0.593,22,22,1,8,88,96,103,26,12,26,86,429,2.4,0.1,9.8
2020,Omari Spellman,PF,22,GSW,49,3,886,127,295,0.431,43,110,0.391,84,185,0.454,0.503,73,92,0.793,77,142,219,47,33,24,54,63,370,1.2,0,14.5
2020,Max Strus,SG,23,CHI,2,0,6,2,3,0.667,0,1,0,2,2,1,0.667,1,1,1,1,0,1,0,0,0,0,1,5,0,0,30.8
2020,Edmond Sumner,PG,24,IND,20,2,268,35,80,0.438,8,26,0.308,27,54,0.5,0.488,8,13,0.615,8,21,29,28,13,6,15,28,86,0.3,-0.1,10.2
2020,Caleb Swanigan,PF,22,TOT,20,1,218,22,40,0.55,0,2,0,22,38,0.579,0.55,9,17,0.529,23,53,76,17,2,6,25,45,53,0,0,7.8
2020,Caleb Swanigan,PF,22,SAC,7,0,23,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,2,5,7,2,1,2,6,8,5,-0.1,-0.1,0
2020,Caleb Swanigan,PF,22,POR,13,1,195,20,36,0.556,0,2,0,20,34,0.588,0.556,8,15,0.533,21,48,69,15,1,4,19,37,48,0.1,-0.2,8.8
2020,Jayson Tatum,PF,21,BOS,53,53,1814,440,979,0.449,147,372,0.395,293,607,0.483,0.525,199,242,0.822,54,314,368,152,71,49,115,111,1226,5.7,2.6,20.3
2020,Jeff Teague,PG,31,TOT,51,16,1307,186,432,0.431,38,104,0.365,148,328,0.451,0.475,157,180,0.872,22,102,124,281,40,16,106,99,567,2.2,0,14.5
2020,Jeff Teague,PG,31,MIN,34,13,945,145,324,0.448,33,87,0.379,112,237,0.473,0.498,125,144,0.868,15,73,88,208,25,13,76,70,448,2.2,0.3,16.1
2020,Jeff Teague,PG,31,ATL,17,3,362,41,108,0.38,5,17,0.294,36,91,0.396,0.403,32,36,0.889,7,29,36,73,15,3,30,29,119,0.1,-0.2,10.5
2020,Garrett Temple,SG,33,BRK,51,31,1439,185,486,0.381,106,320,0.331,79,166,0.476,0.49,53,69,0.768,26,150,176,128,41,21,53,89,529,2.1,0.4,10.4
2020,Daniel Theis,C,27,BOS,51,50,1183,181,326,0.555,23,72,0.319,158,254,0.622,0.59,66,89,0.742,112,221,333,80,32,66,43,178,451,4.9,1.2,17.7
2020,Isaiah Thomas,PG,30,WAS,40,37,925,174,426,0.408,78,189,0.413,96,237,0.405,0.5,62,76,0.816,11,57,68,146,13,6,77,77,488,0,-0.6,11.7
2020,Khyri Thomas,SG,23,DET,3,0,19,1,4,0.25,1,3,0.333,0,1,0,0.375,1,2,0.5,0,0,0,1,0,0,1,2,4,0,0,-1.2
2020,Matt Thomas,SG,25,TOR,27,0,279,48,93,0.516,34,66,0.515,14,27,0.519,0.699,5,7,0.714,5,32,37,16,7,0,10,25,135,1,0.3,15.1
2020,Tristan Thompson,C,28,CLE,53,48,1612,270,523,0.516,9,18,0.5,261,505,0.517,0.525,97,153,0.634,215,328,543,111,32,46,98,115,646,3,0.2,17.2
2020,Matisse Thybulle,SG,22,PHI,50,10,992,80,200,0.4,47,128,0.367,33,72,0.458,0.518,24,37,0.649,27,49,76,59,71,40,41,113,231,1.8,0.6,9.4
2020,Anthony Tolliver,PF,34,TOT,42,9,636,46,134,0.343,32,104,0.308,14,30,0.467,0.463,14,21,0.667,29,92,121,32,12,10,25,60,138,0.2,0,6.6
2020,Anthony Tolliver,PF,34,POR,33,9,554,43,117,0.368,30,89,0.337,13,28,0.464,0.496,13,19,0.684,27,83,110,29,8,9,21,54,129,0.4,-0.2,7.6
2020,Anthony Tolliver,PF,34,SAC,9,0,82,3,17,0.176,2,15,0.133,1,2,0.5,0.235,1,2,0.5,2,9,11,3,4,1,4,6,9,-0.2,-0.1,0.3
2020,Juan Toscano-Anderson,SF,26,GSW,6,0,121,17,32,0.531,5,11,0.455,12,21,0.571,0.609,2,3,0.667,1,22,23,13,8,3,7,8,41,0.2,0.1,14.5
2020,Karl-Anthony Towns,C,24,MIN,35,35,1187,316,622,0.508,114,277,0.412,202,345,0.586,0.6,180,226,0.796,95,283,378,153,33,42,110,117,926,5.2,2.9,26.7
2020,Gary Trent,SG,21,POR,46,5,867,117,276,0.424,67,167,0.401,50,109,0.459,0.545,21,24,0.875,18,53,71,42,36,11,14,54,322,1.4,0.3,12.2
2020,Allonzo Trier,PG,24,NYK,21,1,252,40,89,0.449,17,48,0.354,23,41,0.561,0.545,32,41,0.78,5,22,27,24,2,4,21,24,129,0.3,0,13.2
2020,P.J. Tucker,PF,34,HOU,57,57,1977,149,339,0.44,85,229,0.371,64,110,0.582,0.565,37,44,0.841,86,305,391,90,65,25,59,186,420,3.7,0.3,8.8
2020,Rayjon Tucker,SG,22,UTA,14,0,78,8,19,0.421,0,6,0,8,13,0.615,0.421,3,5,0.6,2,11,13,2,1,0,3,7,19,0,-0.1,4.5
2020,Evan Turner,PG,31,ATL,19,0,251,25,67,0.373,0,5,0,25,62,0.403,0.373,12,14,0.857,8,30,38,38,9,8,26,20,62,-0.3,-0.2,6.8
2020,Myles Turner,C,23,IND,48,48,1394,196,443,0.442,68,201,0.338,128,242,0.529,0.519,96,126,0.762,57,244,301,58,38,97,61,117,556,3.1,0.7,14.5
2020,Jonas Valan?i?nas,C,27,MEM,54,54,1397,329,572,0.575,27,74,0.365,302,498,0.606,0.599,94,131,0.718,154,413,567,99,24,62,96,143,779,4.6,1.3,21.4
2020,Denzel Valentine,SF,26,CHI,30,0,366,66,164,0.402,36,101,0.356,30,63,0.476,0.512,5,5,1,4,53,57,34,20,5,20,40,173,0.4,0.2,12.7
2020,Jarred Vanderbilt,SF-PF,20,TOT,11,0,46,5,8,0.625,0,1,0,5,7,0.714,0.625,2,2,1,3,6,9,2,3,1,7,6,12,0,0,7.6
2020,Jarred Vanderbilt,SF,20,DEN,9,0,41,5,7,0.714,0,0,,5,7,0.714,0.714,0,0,,3,5,8,2,3,1,7,6,10,0,0,7.2
2020,Jarred Vanderbilt,PF,20,MIN,2,0,5,0,1,0,0,1,0,0,0,,0,2,2,1,0,1,1,0,0,0,0,0,2,0,0,11.2
2020,Fred VanVleet,PG,25,TOR,48,48,1719,287,701,0.409,131,338,0.388,156,363,0.43,0.503,140,166,0.843,18,162,180,317,91,13,110,118,845,5,1.9,16
2020,Gabe Vincent,PG,23,MIA,4,0,41,4,19,0.211,4,16,0.25,0,3,0,0.316,0,0,,0,3,3,3,1,0,0,2,12,-0.1,-0.1,1.3
2020,Noah Vonleh,C-PF,24,TOT,32,1,363,50,89,0.562,3,15,0.2,47,74,0.635,0.579,24,30,0.8,36,86,122,27,11,6,21,38,127,1,0,15.6
2020,Noah Vonleh,C,24,MIN,29,1,347,47,86,0.547,2,14,0.143,45,72,0.625,0.558,23,28,0.821,34,82,116,26,11,6,19,36,119,0.9,0.1,15.4
2020,Noah Vonleh,PF,24,DEN,3,0,16,3,3,1,1,1,1,2,2,1,1.167,1,2,0.5,2,4,6,1,0,0,2,2,8,0.1,0,20.9
2020,Nikola Vu?evi?,C,29,ORL,46,46,1486,354,773,0.458,76,225,0.338,278,548,0.507,0.507,93,119,0.782,119,379,498,170,43,43,65,105,877,4.6,2.4,21.7
2020,Dean Wade,PF,23,CLE,10,0,54,7,10,0.7,2,3,0.667,5,7,0.714,0.8,0,1,0,2,14,16,1,2,3,3,7,16,0.1,0,13.9
2020,Moritz Wagner,C,22,WAS,29,4,586,117,205,0.571,23,65,0.354,94,140,0.671,0.627,54,68,0.794,38,128,166,41,18,16,50,106,311,1.4,0.1,17.2
2020,Dion Waiters,SG,28,MIA,3,0,42,10,26,0.385,8,17,0.471,2,9,0.222,0.538,0,1,0,0,11,11,3,0,2,3,5,28,0,0,13.7
2020,Kemba Walker,PG,29,BOS,46,46,1481,332,773,0.429,156,402,0.388,176,371,0.474,0.53,181,209,0.866,31,158,189,230,45,25,97,73,1001,5.5,2.7,21
2020,Lonnie Walker,SG,21,SAS,48,3,670,104,241,0.432,24,63,0.381,80,178,0.449,0.481,38,53,0.717,18,82,100,37,24,9,27,59,270,0.4,-0.3,11
2020,Tyrone Wallace,SG,25,ATL,14,0,160,14,44,0.318,1,15,0.067,13,29,0.448,0.33,11,17,0.647,3,19,22,13,7,1,10,19,40,-0.2,-0.3,3.9
2020,Taurean Waller-Prince,SF,25,BRK,56,56,1653,249,650,0.383,134,381,0.352,115,269,0.428,0.486,58,75,0.773,43,298,341,109,52,23,112,136,690,1.1,-0.2,9.8
2020,Derrick Walton,PG,24,TOT,24,1,228,17,37,0.459,9,22,0.409,8,15,0.533,0.581,7,9,0.778,2,13,15,23,5,0,4,19,50,0.5,0,8.4
2020,Derrick Walton,PG,24,LAC,23,1,222,17,36,0.472,9,21,0.429,8,15,0.533,0.597,7,9,0.778,2,13,15,22,4,0,4,19,50,0.5,0,8.4
2020,Derrick Walton,G,24,DET,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,7.4
2020,Brad Wanamaker,PG,30,BOS,56,0,1065,122,287,0.425,31,80,0.388,91,207,0.44,0.479,97,105,0.924,17,98,115,150,42,11,61,105,372,2.6,0.2,12.3
2020,T.J. Warren,SF,26,IND,55,55,1770,408,773,0.528,61,164,0.372,347,609,0.57,0.567,139,173,0.803,53,157,210,77,66,25,66,150,1016,4.8,1,17.4
2020,P.J. Washington,PF,21,CHO,50,49,1507,224,484,0.463,67,173,0.387,157,311,0.505,0.532,76,117,0.65,48,224,272,106,47,39,81,135,591,1.7,0.1,12.4
2020,Yuta Watanabe,SG,25,MEM,9,0,49,6,14,0.429,2,4,0.5,4,10,0.4,0.5,2,4,0.5,1,7,8,1,1,1,1,5,16,0,0,7.9
2020,Tremont Waters,PG,22,BOS,9,0,73,10,28,0.357,2,15,0.133,8,13,0.615,0.393,6,6,1,0,7,7,10,5,2,8,10,28,0,0,8.2
2020,Paul Watson,SF-SG,25,TOT,5,0,25,0,8,0,0,4,0,0,4,0,0,1,2,0.5,0,4,4,5,1,1,0,1,1,-0.1,0,-0.4
2020,Paul Watson,SG,25,ATL,2,0,17,0,7,0,0,3,0,0,4,0,0,0,0,,0,2,2,3,1,0,0,1,0,-0.1,-0.1,-7.1
2020,Paul Watson,SF,25,TOR,3,0,8,0,1,0,0,1,0,0,0,,0,1,2,0.5,0,2,2,2,0,1,0,0,1,0,0,13.6
2020,Quinndary Weatherspoon,SG,23,SAS,1,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,-10
2020,Russell Westbrook,PG,31,HOU,47,47,1690,497,1066,0.466,46,187,0.246,451,879,0.513,0.488,238,302,0.788,78,293,371,338,75,16,203,170,1278,3.9,1.6,21.3
2020,Coby White,SG,19,CHI,59,0,1468,261,674,0.387,116,326,0.356,145,348,0.417,0.473,87,112,0.777,27,181,208,142,44,6,93,104,725,0.7,-0.4,11.4
2020,Derrick White,SG,25,SAS,54,11,1284,185,407,0.455,50,138,0.362,135,269,0.502,0.516,125,147,0.85,28,138,166,181,31,43,62,109,545,2.9,0.9,15.6
2020,Hassan Whiteside,C,30,POR,54,54,1677,357,584,0.611,3,5,0.6,354,579,0.611,0.614,139,201,0.692,216,550,766,68,21,165,105,162,856,7,2.2,24.7
2020,Andrew Wiggins,SF-SG,24,TOT,48,48,1648,393,877,0.448,102,301,0.339,291,576,0.505,0.506,169,234,0.722,56,184,240,172,38,45,119,112,1057,1.9,0,16.6
2020,Andrew Wiggins,SF,24,MIN,42,42,1455,351,790,0.444,91,275,0.331,260,515,0.505,0.502,149,207,0.72,48,171,219,155,29,36,107,101,942,1.5,0.6,16.2
2020,Andrew Wiggins,SG,24,GSW,6,6,193,42,87,0.483,11,26,0.423,31,61,0.508,0.546,20,27,0.741,8,13,21,17,9,9,12,11,115,0.4,0.2,19.1
2020,Grant Williams,PF,21,BOS,55,4,850,72,171,0.421,20,74,0.27,52,97,0.536,0.48,37,51,0.725,54,90,144,57,23,31,44,135,201,1.4,-0.1,8.3
2020,Johnathan Williams,C,24,WAS,11,5,135,16,25,0.64,0,2,0,16,23,0.696,0.64,3,5,0.6,15,28,43,6,1,6,4,11,35,0.3,0,14.4
2020,Kenrich Williams,PF,25,NOP,35,18,779,49,143,0.343,25,96,0.26,24,47,0.511,0.43,9,24,0.375,49,129,178,53,25,21,21,81,132,0.8,0,7.7
2020,Lou Williams,SG,33,LAC,54,8,1614,342,827,0.414,97,274,0.354,245,553,0.443,0.472,265,306,0.866,26,145,171,316,34,10,162,74,1046,3.4,1,17.2
2020,Marvin Williams,PF,33,TOT,46,1,894,102,229,0.445,49,132,0.371,53,97,0.546,0.552,45,52,0.865,18,108,126,46,33,23,26,82,298,1.8,0,11.9
2020,Marvin Williams,PF,33,CHO,41,1,808,94,210,0.448,44,117,0.376,50,93,0.538,0.552,43,50,0.86,15,94,109,41,26,22,25,71,275,1.4,0.1,11.8
2020,Marvin Williams,PF,33,MIL,5,0,86,8,19,0.421,5,15,0.333,3,4,0.75,0.553,2,2,1,3,14,17,5,7,1,1,11,23,0.3,0.1,12.5
2020,Robert Williams,C,22,BOS,19,1,269,33,49,0.673,0,0,,33,49,0.673,0.673,8,14,0.571,23,64,87,21,17,21,16,34,74,1.1,0.4,18.2
2020,Nigel Williams-Goss,PG,25,UTA,9,0,28,1,7,0.143,0,2,0,1,5,0.2,0.143,2,2,1,2,3,5,5,1,1,2,2,4,0,0,5.7
2020,Zion Williamson,PF,19,NOP,13,13,370,114,199,0.573,5,12,0.417,109,187,0.583,0.585,70,113,0.619,44,48,92,30,9,5,32,21,303,1.2,0.4,25.4
2020,D.J. Wilson,PF,23,MIL,28,0,243,34,84,0.405,11,46,0.239,23,38,0.605,0.47,5,7,0.714,7,48,55,18,1,5,14,22,84,0.2,-0.1,7.7
2020,Justise Winslow,SF,23,MIA,11,5,352,50,129,0.388,6,27,0.222,44,102,0.431,0.411,18,27,0.667,16,57,73,44,7,5,24,38,124,0,-0.1,8.7
2020,Christian Wood,PF,24,DET,56,6,1105,228,409,0.557,43,115,0.374,185,294,0.629,0.61,159,212,0.75,87,247,334,46,26,49,69,86,658,4.2,1.3,22.7
2020,Delon Wright,SG,27,DAL,56,4,1191,159,335,0.475,36,97,0.371,123,238,0.517,0.528,66,84,0.786,61,155,216,187,59,18,53,71,420,3.8,1.4,16.8
2020,Justin Wright-Foreman,PG,22,UTA,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
2020,Thaddeus Young,PF,31,CHI,58,14,1423,240,536,0.448,72,195,0.369,168,341,0.493,0.515,36,61,0.59,84,197,281,101,76,20,93,120,588,1.6,0.2,13
2020,Trae Young,PG,21,ATL,53,53,1877,491,1103,0.445,186,503,0.37,305,600,0.508,0.529,418,488,0.857,29,206,235,487,60,6,258,92,1586,5.5,3.1,24.4
2020,Cody Zeller,C,27,CHO,53,34,1224,232,449,0.517,17,72,0.236,215,377,0.57,0.536,106,156,0.679,146,230,376,77,36,24,66,131,587,3.1,0.3,18.5
2020,Ante Žiži?,C,23,CLE,17,0,168,31,52,0.596,0,0,,31,52,0.596,0.596,14,16,0.875,14,41,55,3,7,4,7,20,76,0.5,0,19
2020,Ivica Zubac,C,22,LAC,57,55,1021,183,310,0.59,0,2,0,183,308,0.594,0.59,90,122,0.738,151,260,411,62,11,56,48,134,456,4.7,1.1,20.9
